PopNum,NewSiteCode,Latitude,Longitude,range,ecoregion,region,countryORstate,Ann.Mean.Tmp,Mean.Diurn.Rng,Isotherm,Tmp.Seas,Max.Tmp.Wrm.M,Min.Tmp.Cld.M,Tmp.Ann.Rng,Mean.Tmp.Wet.Q,Mean.Tmp.Dry.Q,Mean.Tmp.Wrm.Q,Mean.Tmp.Cld.Q,Ann.Prc,Prc.Wet.M,Prc.Dry.M,Prc.Seas,Prc.Wet.Q,Prc.Dry.Q,Prc.Wrm.Q,Prc.Cld.Q,cmi_max,cmi_mean,cmi_min,cmi_range,gdd0,gdd5,gdd10,gddlgd10,gdgfgd10,gsl,gsp,gst,hurs_max,hurs_mean,hurs_min,hurs_range,kg0,kg1,kg2,kg3,kg4,kg5,ngd0,ngd5,ngd10,npp,pet_penman_max,pet_penman_mean,pet_penman_min,pet_penman_range,rsds_max,rsds_mean,rsds_min,rsds_range,scd,sfcWind_max,sfcWind_mean,sfcWind_min,sfcWind_range,vpd_max,vpd_mean,vpd_min,vpd_range,elev,height,growth,tillersN,leavesN,DTF,panicleHeight,paniclesN,biomass,TotalSeedMass,seedNumber,IndividualSeedMass,id,V1,V2,V3,V4,cluster,envPC1,envPC2,envPC3,envPC4,reg,traitPC1,traitPC2,traitPC3,rs_1_59845995,rs_1_71007448,rs_1_83769052,rs_1_236616590,rs_1_276120572,rs_4_371956276,rs_2_280397781,rs_2_280447160,rs_3_343768622,rs_6_10196144,rs_1_271082849,rs_4_35804244,rs_7_6006832
87,PI 219993,31.501234,64.35863,native,ARID_ASIA,middleE,Afghanistan,2952,145,3.650000095,9481,3149,2752,397,2850,3051,3072,2827,1461,406,0,1219,1073,7,20,875,-231,-1248,-2180,1949,80808,62558,45027,348,41,53,1420,2842,5344,4006,3075,2269,6,6,6,5,10,26,365,365,308,2678,21853,13642,5204,16648,29406,21627,12360,17046,0,2973,2464,1908,1065,39072,19541,5065,34007,759,15.72358758,10.25206323,7.843578562,45.48913183,131.1214008,33.16616877,3.373413566,451.2178297,260.8062017,105.5185115,2.380000023,178,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,14.96981615,5.665589273,-2.00217682,-1.315175937,native,-0.3196868,-0.500524669,0.203181843,2,2,2,0,2,2,2,2,2,2,0,2,2
88,PI 219996,31.397403,65.925389,native,ARID_ASIA,middleE,Afghanistan,2936,145,3.700000048,9350,3128,2737,391,2832,2991,3054,2813,2380,619,1,1099,1585,31,55,1301,-53,-1128,-2114,2061,74728,56478,39880,341,53,92,2277,2831,5568,4215,3162,2406,8,8,8,4,9,26,365,365,289,4239,21438,13181,4850,16588,29556,21579,12334,17222,0,2828,2301,1742,1086,33272,17097,4390,28882,1031,17.50613752,11.17715445,4.483272383,14.65924712,105.0598454,42.41978589,3.889758826,303.6775877,724.8690017,208.973328,3.499999972,179,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,12.89541117,4.824791284,-0.923390601,-0.890297858,native,-4.101887122,-0.16844437,-0.45513015,2,2,2,0,2,2,2,2,2,0,0,2,0
89,PI 220000,32.164835,63.429217,native,ARID_ASIA,middleE,Afghanistan,2950,142,3.599999905,9374,3146,2752,394,2847,3051,3069,2827,1751,524,1,1234,1290,7,14,994,-233,-1362,-2395,2162,79806,61556,44043,349,42,68,1705,2844,5135,3925,3057,2078,6,6,6,5,10,26,365,365,308,3180,23996,15024,6206,17790,29473,21379,11882,17591,0,3760,3371,2907,853,38801,19340,5269,33532,823,13.44364564,4.609374053,3.052612156,-0.636989741,104.0721938,36.72627112,6.254812514,373.1269095,677.7033304,231.4869386,2.920000085,180,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,15.4149629,5.871245099,-1.538282271,-0.659061123,native,-4.049321427,-2.467032702,0.880141638,2,2,2,0,2,2,2,2,2,2,0,2,0
90,PI 220006,32.321767,65.117189,native,ARID_ASIA,middleE,Afghanistan,2935,130,3.349999905,9692,3127,2738,389,2825,2996,3058,2807,2585,742,1,1169,1814,22,47,1410,-134,-1430,-2727,2593,74377,56127,39986,341,57,112,2487,2829,5177,4143,3215,1962,8,8,8,4,9,26,365,365,285,4574,27515,16371,6420,21095,29568,21241,11661,17907,0,5366,4497,3601,1765,35124,17292,4559,30565,1004,16.90833547,11.32077318,2.969669887,1.614031626,109.5200848,29.91407776,4.159034733,399.5661089,387.1328851,65.66825268,6.180000085,182,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,14.54843164,5.109756843,-0.537584259,0.26642619,native,-3.985296111,-1.046401098,-4.479839093,2,2,2,0,2,2,2,2,0,2,0,0,0
91,PI 220007,31.850019,65.885393,native,ARID_ASIA,middleE,Afghanistan,2929,138,3.559999943,9404,3119,2733,386,2823,2987,3049,2806,2505,715,1,1141,1717,26,63,1328,-25,-1059,-2017,1992,72270,54020,38010,338,58,104,2392,2825,5231,4124,3225,2006,8,8,8,4,9,26,365,365,281,4444,20530,12592,4714,15816,29586,21328,11848,17738,0,2740,2330,1944,795,32941,16594,4456,28485,1132,15.52614564,11.1923198,3.024563682,19.87206677,108.017488,53.53981981,3.509847166,490.4860006,476.9125462,194.5479968,2.524999952,183,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,12.23320611,4.600307105,-0.687938352,-0.737972417,native,-3.785059444,0.036347918,0.912490852,2,2,2,0,2,2,2,2,2,2,0,2,0
92,PI 220010,31.940315,66.651757,native,ARID_ASIA,middleE,Afghanistan,2911,129,3.359999895,9477,3096,2712,384,2802,2973,3031,2786,3103,812,2,1103,2090,64,94,1698,65,-1109,-2180,2246,65766,47874,33360,330,68,147,2947,2822,5520,4281,3239,2281,7,7,7,4,9,23,365,322,263,5403,22112,13576,5142,16970,29727,21508,12103,17624,0,3562,3086,2561,1001,28738,14659,3634,25104,1440,13.35031491,4.095522249,4.142369602,12.94974193,120.5905091,32.30706229,3.226374507,452.0340895,314.7693169,61.51009736,5.620000085,184,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,11.00769865,3.500115012,0.255169143,0.00235985,native,-2.773776546,-3.206893818,-2.926291252,2,2,2,0,2,2,2,2,0,2,0,2,0
93,PI 220575,33.751681,69.148685,native,ARID_ASIA,middleE,Afghanistan,2806,119,2.880000114,10344,2997,2583,414,2733,2822,2933,2666,6614,1302,142,604,3083,516,1403,2085,507,-516,-1486,1993,33351,21719,12298,283,117,128,2373,2899,5380,4562,3918,1462,23,23,23,12,12,17,254,211,167,10353,18805,10551,3431,15374,28908,20454,11069,17839,151,3905,3239,2703,1203,14688,7204,1606,13082,2849,21.10494879,14.19051381,7.426802826,31.41804061,142.7418023,21.64088166,1.890833228,NA,197.719592,105.7469257,1.735000001,185,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,2.032568907,-2.794898857,0.423765319,4.889378415,native,NA,NA,NA,2,2,2,0,NA,2,2,2,2,0,0,2,0
94,PI 220576,34.926441,68.351308,native,ARID_ASIA,middleE,Afghanistan,2782,109,3,8608,2949,2587,362,2718,2879,2883,2663,4178,699,85,602,1850,319,509,1386,65,-675,-1535,1600,25204,14146,5649,275,134,124,1488,2859,6023,5406,4823,1200,23,23,23,12,13,11,244,197,142,7039,16732,10155,4208,12524,28684,22226,13067,15617,162,5984,4707,3905,2079,9185,4870,1364,7821,2702,17.70938822,12.57820525,7.657712196,46.8447625,200.5520542,20.22260509,2.261482941,796.2974003,147.8919646,55.80519156,2.535000085,206,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,0.253002387,-4.583626198,1.591576264,2.732027945,native,1.628413028,0.996952539,-0.837734603,0,0,0,2,0,0,2,2,2,0,0,2,0
95,PI 220578,34.964353,68.650521,native,ARID_ASIA,middleE,Afghanistan,2807,109,3.089999914,8387,2973,2621,352,2744,2902,2906,2692,4594,859,84,665,2202,307,450,1672,200,-586,-1525,1726,31397,19151,9324,289,121,126,1556,2868,5945,5311,4627,1318,23,23,23,12,13,17,268,222,169,7642,16441,9579,3556,12885,28364,20150,10025,18339,142,4791,3802,3229,1562,11075,5855,1773,9302,2262,17.91001677,12.18237888,6.56015823,40.78584599,220.6332494,20.53977203,1.663861137,502.1918073,82.40000481,21.26214053,3.625000085,186,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,0.863724524,-2.879012964,1.46701741,1.735288722,native,1.05034206,0.134986756,-2.445647494,0,0,0,2,0,0,2,2,2,0,0,2,0
96,PI 220581,34.381668,62.191648,native,ARID_ASIA,middleE,Afghanistan,2895,138,3.819999933,8335,3079,2718,361,2801,3003,3003,2786,3464,875,0,1073,2236,7,7,1858,208,-1002,-2416,2623,59930,41908,27606,326,72,169,3426,2829,5519,4731,3959,1560,12,12,12,9,9,23,365,325,255,5965,24162,12802,4450,19711,29320,20597,10791,18529,0,5905,3702,2567,3338,23241,11660,3725,19516,1062,16.41164634,11.08895403,4.541613637,11.74119944,116.2726944,42.66097902,5.560793464,648.1346954,508.1753525,123.2397603,4.140000001,187,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,9.284586267,3.178988227,1.403928281,0.158505991,native,-3.292943057,0.041092226,-1.266826242,2,2,2,0,2,2,2,2,2,2,0,2,0
97,PI 220583,33.891078,68.659638,native,ARID_ASIA,middleE,Afghanistan,2818,141,3.210000038,10624,3013,2574,439,2742,2843,2943,2670,5084,1087,68,699,2541,367,702,1797,289,-606,-1539,1828,37252,24972,14647,294,111,105,1723,2893,5676,4819,3986,1690,22,23,23,12,13,17,263,228,184,8332,17519,10191,3419,14100,29250,21060,11467,17783,139,2412,2186,1888,523,15520,7598,1473,14047,2269,NA,NA,NA,NA,NA,NA,NA,NA,369.9220193,85.91401772,4.000000063,188,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,3.112429988,-2.928420016,-0.138141283,3.81208309,native,NA,NA,NA,2,2,2,0,0,2,2,2,2,0,0,2,0
98,PI 221921,34.905863,68.257185,native,ARID_ASIA,middleE,Afghanistan,2760,109,2.940000057,8862,2931,2561,370,2755,2861,2865,2638,4641,757,94,592,2046,358,585,1488,199,-547,-1459,1658,20604,10635,3333,263,149,124,1110,2850,5993,5382,4797,1196,23,24,24,17,18,17,224,173,115,7709,16140,9266,3390,12750,29026,21569,11722,17304,185,6856,5400,4474,2381,8276,4291,1126,7150,2928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,189,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,-0.990774494,-6.039583943,1.852037257,2.976415206,native,NA,NA,NA,NA,0,0,2,2,0,2,2,2,2,0,0,0
100,PI 227297,29.272638,52.664414,native,ARID_ASIA,middleE,Iran,2922,108,3.119999886,8620,3098,2750,348,2811,3031,3031,2811,4430,1169,2,1133,2933,24,24,2933,573,-805,-1772,2345,69581,51331,34936,343,61,197,4401,2863,5729,4636,3684,2045,12,12,12,9,8,26,365,365,283,7406,17799,11630,4984,12815,28956,21619,12829,16127,0,2315,2008,1712,603,27701,14183,4126,23575,1504,16.17108616,8.575805359,4.631987569,24.74510281,136.1014015,39.42434203,1.247845778,366.5869191,354.684899,106.078311,3.290000023,1,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,8.96992778,6.139606701,0.534118539,0.206906806,native,-2.316062081,-1.002610839,-0.566170671,2,2,2,0,2,2,2,2,2,2,0,2,0
101,PI 227356,29.719026,52.590891,native,ARID_ASIA,middleE,Iran,2886,145,3.829999924,8529,3081,2703,378,2777,2996,2996,2777,5544,1396,2,1113,3641,19,19,3641,885,-657,-1789,2674,56528,39014,25434,321,84,211,5523,2836,5342,4141,3042,2300,12,12,12,6,8,23,365,309,238,8961,17942,11082,4159,13782,29203,21068,11705,17498,0,2650,2261,1894,756,25035,12484,3544,21491,1861,14.31703721,8.127388561,5.522277429,20.63392855,124.4227454,33.81456421,1.753631555,284.5531601,270.2809333,72.21237342,3.645000001,2,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,7.699552592,3.513360979,2.679227391,1.474245552,native,-2.012589154,-1.949760711,-1.113426721,2,2,2,0,2,2,2,2,2,2,0,2,0
102,PI 228397,35.333805,47.232082,native,ARID_ASIA,middleE,Iran,2833,133,3.079999924,10331,3053,2621,432,2758,2958,2964,2697,5297,936,9,761,2517,54,79,1840,272,-643,-1931,2203,40452,27694,17119,299,111,134,2181,2863,6118,4875,3735,2383,22,22,22,12,12,15,278,233,189,8626,19564,10692,3356,16208,29099,19954,9695,19404,124,3462,3016,2391,1071,19371,8624,1680,17691,1942,NA,NA,NA,NA,NA,NA,NA,NA,59.42201929,23.02126071,2.140000063,3,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,4.754866659,-2.051677671,0.566861271,1.904120596,native,NA,NA,NA,NA,NA,2,0,2,2,2,2,2,0,0,2,2
103,PI 229485,35.689036,51.388361,native,ARID_ASIA,middleE,Iran,2893,110,2.710000038,10718,3085,2680,405,2817,3020,3028,2752,3908,714,26,744,1823,96,116,1630,291,-549,-1470,1761,59144,43460,30605,320,85,177,3325,2827,5183,4533,3738,1445,12,12,12,14,8,10,365,279,236,6639,15105,8641,2403,12702,27919,19630,9998,17921,0,1310,1099,899,411,28214,12968,3138,25076,1192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,6.857279449,2.470958964,-1.387832086,-0.892951429,native,NA,NA,NA,2,2,NA,0,2,0,2,2,2,0,0,2,2
104,PI 245733,39.553285,33.123888,native,BLACK_SEA_FORESTS_AND_STEPPE,mediterranean,Turkey,2838,115,3.410000086,8259,3012,2675,337,2827,2940,2944,2732,5067,681,134,396,1758,532,735,1464,289,-580,-1758,2047,39246,25466,14673,297,108,193,3749,2849,6097,5232,4542,1555,12,13,23,12,13,10,317,243,190,8309,19257,9858,2741,16516,27147,17246,6717,20430,74,4018,3521,3191,826,14928,7367,2305,12623,1315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.809234378,0.099238765,0.005016034,0.086510823,pink,2.208661956,-0.379650589,0.86748396,-0.349335813,native,NA,NA,NA,2,2,2,2,NA,2,2,2,0,2,2,2,0
105,PI 251216,34.228869,70.193233,native,ARID_ASIA,middleE,Afghanistan,2904,98,3.029999971,8086,3052,2728,324,2850,2860,3002,2795,7009,1175,230,467,2912,849,1643,1670,176,-526,-1484,1660,63151,44925,29910,335,68,250,7009,2882,5644,4971,4342,1302,9,9,12,8,8,23,365,347,268,10844,18330,10966,4436,13894,28017,19877,11481,16536,0,2093,1757,1564,529,20183,11063,4409,15774,1300,NA,NA,NA,NA,NA,NA,NA,NA,239.1376947,76.11561541,2.859999997,6,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,4.901134775,6.109526624,-0.750480057,1.029467624,native,NA,NA,NA,2,NA,2,0,2,2,2,2,2,2,0,2,0
107,PI 317421,34.439337,63.114106,native,ARID_ASIA,middleE,Afghanistan,2834,125,3.339999914,8619,3007,2631,376,2724,2923,2935,2712,5090,1197,2,947,2924,26,36,2351,355,-773,-2127,2482,39593,25940,14401,302,98,129,1880,2867,6317,5224,4387,1930,23,23,23,12,12,15,294,253,205,8341,21316,11847,4357,16958,29276,21096,11786,17490,105,6453,4331,3315,3138,14153,7333,1778,12375,1804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,4.079952045,-1.135598382,2.122994915,2.473001322,native,NA,NA,NA,2,2,2,0,2,NA,2,2,2,2,0,2,NA
108,PI 362116,43.557597,21.691519,native,EUROPEAN_MOUNTAIN_MIXED_FORESTS,europe,Serbia,2855,101,3.049999952,8492,3022,2690,332,2908,2764,2962,2743,5776,592,370,139,1686,1191,1483,1270,259,-399,-1186,1445,45369,30584,18722,301,90,236,5025,2858,6368,5792,5343,1025,9,9,9,13,8,10,350,262,212,9271,16313,8633,2335,13978,22068,14077,5096,16972,41,3555,3151,2921,634,13795,7182,2295,11500,170,16.04814511,12.74865128,8.335944655,61.05145654,194.2486758,26.77783817,2.822608645,1041.635186,384.5099407,120.1471907,3.160000033,203,0.360408443,0.340847047,0.015196069,0.283548441,admixed,-0.509785594,2.203809421,-2.1442153,-1.220207104,native,1.53698553,1.131332451,-0.670568592,NA,0,2,2,2,2,2,2,2,2,2,2,2
109,PI 380765,33.665202,48.786339,native,ARID_ASIA,middleE,Iran,2793,125,3.00999999,10093,2999,2585,414,2717,2916,2921,2662,7499,1494,5,828,3620,31,54,3133,714,-653,-2452,3166,29637,18708,10109,282,134,99,1317,2869,5592,4600,3380,2212,23,23,23,12,12,17,242,195,149,10746,24610,12521,3866,20744,29411,20326,10463,18948,176,9114,8197,6957,2157,15663,6881,1480,14183,2300,16.0586022,6.813668921,5.434066905,20.32761286,132.2345654,37.65852971,3.211573303,461.3603852,356.0252461,72.60136554,4.690000007,8,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,3.890105887,-3.865004698,2.880235588,4.985596257,native,-2.367880274,-1.556235954,-2.058479637,2,2,2,0,0,2,2,2,2,2,0,2,2
110,PI 392358,41.2,69.9,native,ARID_ASIA,middleE,Uzbekistan,2791,112,3.160000086,8944,2969,2614,355,2736,2892,2906,2674,12096,1844,113,593,5166,587,782,4130,1237,236,-1330,2567,27548,16547,8010,270,126,151,2911,2865,5493,5055,4656,837,23,23,23,12,11,11,244,196,145,10583,15545,7398,1563,13981,26218,15864,5443,20775,183,1668,1543,1464,204,11384,5553,1787,9597,1974,18.6874705,11.08137545,5.357526364,23.11217364,127.8806372,43.74513147,1.431599812,326.9770447,352.9477195,109.8369902,3.260000007,10,0.999999997,1.00E-09,1.00E-09,1.00E-09,pink,-2.374087016,-2.033859472,2.952567225,3.828262101,native,-2.658958822,0.184005177,-0.839014419,2,2,2,0,2,2,2,2,2,0,0,2,0
111,PI 483443,41.878003,-93.097702,invaded,GREAT_PLAINS,Erockies,Iowa,2826,97,2.519999981,10432,3015,2628,387,2934,2683,2954,2683,9471,1375,229,489,3798,839,3737,839,139,-167,-615,754,38947,26479,16030,293,106,238,8092,2891,6347,5877,5492,855,18,18,18,12,12,17,269,230,188,13576,17871,9356,2502,15370,22986,15069,6383,16603,119,5203,4580,3619,1585,11730,6077,1463,10267,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1.00E-09,1.00E-09,0.44205951,0.557940488,green,-2.347608361,0.916216848,-3.266145287,3.201137507,Erockies,NA,NA,NA,2,2,2,2,2,2,2,0,0,2,2,2,2
112,AAFC2,49.94,-119.51,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2822,87,2.769999981,7738,2990,2675,315,2734,2772,2920,2722,4347,487,262,214,1366,859,880,1232,301,-449,-1296,1597,33998,20906,10954,290,120,198,2876,2851,6767,5794,5083,1684,10,10,19,12,13,10,296,230,171,7286,15736,7980,1704,14032,24719,15277,4769,19950,108,2731,2628,2497,234,11614,5765,1819,9795,463,14.4667319,8.133866964,8.14841488,54.50048831,172.9966837,37.36961549,3.052281752,654.5042372,219.5081499,72.06627338,2.957499988,207,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,-1.468212998,-1.313623942,0.039770624,-1.990582317,Wrockies,0.66217356,-0.863052701,-0.079291265,2,2,2,2,2,2,2,2,0,2,2,2,2
113,AAFC4,50.08,-120.65,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2775,104,3.150000095,7391,2956,2627,329,2719,2733,2872,2683,3262,397,163,273,1042,544,861,860,224,-482,-1281,1505,21145,11026,3888,261,150,135,1712,2834,6588,5796,5254,1334,19,20,20,12,18,11,237,171,112,5652,15325,7431,1555,13771,24146,14073,3419,20727,172,4364,4022,3629,736,8196,4160,1341,6855,1148,13.90759141,6.106839631,7.476819422,50.542081,225.2273983,17.39028059,3.632107841,645.2644671,73.19587862,32.57932192,2.704999952,12,1.00E-09,0.453027344,1.00E-09,0.546972654,admixed,-3.067859823,-5.285650214,0.951842483,-1.371261218,Wrockies,2.358530915,-1.732865027,-0.517629785,2,2,2,2,0,2,2,2,0,2,2,0,2
114,AAFC5,50.09,-120.45,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2775,103,3.150000095,7390,2954,2627,327,2849,2732,2871,2682,3629,475,195,271,1198,592,1071,868,189,-445,-1187,1376,20995,10904,3777,260,150,145,2037,2836,6425,5755,5216,1209,19,20,20,15,18,11,235,171,111,6218,15033,7351,1748,13285,23893,13805,3353,20540,172,4822,4507,4133,689,8197,4167,1401,6796,1175,14.84591272,5.864715466,9.976088525,69.95699831,250.5806748,19.5287452,0.94851255,925.3144671,34.01014783,29.76275577,2.109999952,13,1.00E-09,0.973719991,1.00E-09,0.026280007,blue,-3.390879746,-4.937066558,0.394355959,-1.019324453,Wrockies,4.200094342,-0.748764722,0.294352352,0,0,0,2,0,0,2,2,0,2,2,2,2
115,AAFC6,50.09,-120.75,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2801,103,3.079999924,7633,2983,2647,336,2742,2759,2900,2704,2918,364,144,276,966,495,740,784,239,-440,-1239,1478,27931,16091,7478,274,130,138,1801,2827,6642,5836,5316,1326,19,19,19,12,14,11,270,202,145,5111,14547,6737,1076,13470,23220,12926,2430,20790,130,3278,2992,2666,612,9660,4918,1531,8129,862,15.13025685,10.07154476,8.600002675,72.0758635,215.9713211,19.24927742,3.194503905,887.0250098,159.1376947,68.83324261,1.884999997,14,1.00E-09,0.068677763,1.00E-09,0.931322235,green,-2.321122678,-3.731467656,0.159696242,-2.581408211,Wrockies,3.120114476,0.137019368,0.433842668,2,2,2,2,2,2,2,2,2,2,2,0,2
116,AAFC8,49.57,-120.55,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2800,102,3.269999981,6756,2976,2663,313,2722,2887,2890,2719,5741,758,311,322,2172,1007,1161,1941,632,-231,-1106,1738,26558,14583,6242,273,138,187,2942,2845,6866,5950,5420,1446,10,10,19,12,12,11,283,199,136,9225,14292,6935,994,13298,24233,14610,3996,20237,145,2034,1946,1813,221,8879,4657,1601,7278,921,15.78908023,10.22374103,9.051311727,63.99012535,239.0188091,16.89735171,1.676855558,691.4591262,87.74476171,40.63934626,2.289999954,15,0.014078543,0.548626255,0.020874385,0.416420817,admixed,-3.531377749,-2.171702139,1.754448783,-1.195113186,Wrockies,3.275307247,-0.156104374,-0.478919705,2,0,0,2,2,0,NA,0,0,2,2,2,2
117,AAFC9,49.62,-119.8,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2801,93,2.940000057,7582,2978,2661,317,2713,2755,2900,2707,4139,463,237,210,1259,798,1061,1162,300,-406,-1232,1533,27850,16157,7568,277,133,172,2445,2847,6680,5803,5188,1492,19,19,19,12,13,11,267,200,145,6981,15256,7397,1361,13894,24389,14517,3956,20433,145,3048,2944,2785,263,9948,4984,1595,8353,853,15.97257679,9.178567269,11.21966441,80.03693331,NA,NA,NA,NA,NA,NA,NA,16,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,-2.515024402,-3.003979847,0.436100211,-1.663628245,Wrockies,NA,NA,NA,NA,0,0,2,0,0,2,2,0,2,2,2,2
118,AAFC10,49.71,-120.05,invaded,NORTHAMERICAN_DESERTS,Wrockies,British_Columbia,2790,98,3.069999933,7252,2971,2652,319,2862,2747,2886,2702,4636,565,253,238,1428,813,1340,1238,377,-316,-1052,1429,24493,13491,5642,269,142,176,2668,2848,6689,5880,5327,1362,19,19,19,13,13,11,256,185,128,7702,14393,6884,985,13408,24321,14632,3926,20395,162,2342,2203,2081,261,8867,4510,1513,7354,1161,14.06567915,6.843101567,7.460372571,62.9364241,NA,NA,NA,522.8107832,NA,NA,NA,17,1.00E-09,0.999999997,1.00E-09,1.00E-09,blue,-3.597611991,-3.440621375,0.219761796,-1.116678856,Wrockies,NA,NA,NA,0,0,0,2,0,0,2,2,0,2,2,2,2
119,Adler2,41.05,-112.25,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2844,55,1.600000024,10042,3025,2682,343,2832,2968,2974,2715,4599,589,151,311,1566,681,700,1134,167,-652,-1955,2122,42770,29678,18809,299,104,215,3112,2892,6092,5278,4555,1537,12,12,22,12,13,10,287,239,196,7649,21056,10229,2171,18885,28662,18120,6849,21813,109,4070,3427,2708,1362,18515,8104,1998,16517,1297,19.4065071,10.52142798,5.974564356,28.46490616,157.236054,37.36187376,2.59469969,845.5331684,179.0850465,93.13683261,1.755000001,18,0.04960972,0.901312657,1.00E-09,0.049077622,blue,2.694226716,-0.255436439,-1.330390548,-0.173003761,Wrockies,-0.505498383,1.519259472,0.720164196,2,2,2,2,2,2,2,2,0,2,2,2,2
121,Adler5,40.79,-111.87,invaded,WESTERN_CORDILLERA,Wrockies,Utah,2828,117,3.049999952,9302,3039,2657,382,2817,2946,2952,2712,5691,678,205,290,1912,863,877,1428,233,-481,-1564,1798,37180,24417,14475,289,118,183,3577,2867,5813,5159,4321,1492,9,9,18,12,13,10,283,229,172,9158,17664,9386,2731,14933,28959,19370,8600,20359,121,1980,1841,1641,339,17035,7349,2118,14917,1574,17.28415942,8.876876192,6.041628821,33.30526144,145.4213985,47.77271358,2.928518778,675.3810303,444.7955638,118.8064993,3.674999972,19,0.078487301,0.858490089,0.007629896,0.055392713,blue,2.093128409,-1.231663806,-0.021474857,1.049742808,Wrockies,-1.952404894,0.091728875,-0.558879665,2,2,2,2,2,2,2,2,2,2,2,2,2
122,Adler11,38.83,-112.05,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2823,144,3.589999914,9253,3037,2637,400,2894,2945,2945,2708,2569,309,160,204,748,544,544,551,-150,-855,-1665,1515,35562,23216,13698,288,122,96,1814,2825,6060,5212,4308,1752,7,7,7,12,14,15,276,216,167,4548,18317,10615,3579,14739,29042,20542,10820,18222,108,2682,2379,2143,539,16273,7092,1902,14371,1708,16.47605489,8.344871914,4.657712196,10.17809584,127.8853876,54.68927176,2.928149608,955.1974003,466.4804462,224.7006985,2.070000085,20,1.00E-09,0.009681805,1.00E-09,0.990318193,green,3.701838078,-3.089460108,-0.380705434,0.092563985,Wrockies,-2.776645051,0.799641204,1.840748113,2,2,2,2,2,2,0,0,2,2,0,0,2
123,Adler13,41.44,-111.08,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2791,124,3.140000105,9703,3010,2616,394,2831,2670,2920,2670,2743,358,150,262,887,482,679,482,-79,-689,-1576,1497,28098,17579,9444,276,136,101,1755,2839,6280,5414,4449,1831,19,19,19,15,14,17,238,185,141,4830,17526,9104,2431,15096,28335,18814,8040,20295,154,3284,3103,2892,392,13716,5676,1401,12315,1948,13.13600394,5.293308131,4.467136515,26.19055043,163.2966544,33.76564246,2.550437728,476.661092,259.705855,98.83980735,2.625000007,21,1.00E-09,0.052010401,0.198061763,0.749927835,green,1.05745674,-5.298285215,-0.670565656,0.358025774,Wrockies,-1.062620453,-2.19844611,0.449149475,2,2,2,2,2,2,2,2,0,0,0,0,0
124,Adler14,41.81,-111.25,invaded,NORTHAMERICAN_DESERTS,Wrockies,Utah,2774,113,2.980000019,9632,2985,2608,377,2811,2675,2903,2656,4449,546,270,192,1335,953,954,993,90,-566,-1632,1722,24068,14510,7192,269,147,143,2125,2865,6156,5295,4326,1830,19,19,19,13,13,11,216,169,123,7434,18941,9251,2464,16478,28000,18255,7546,20454,190,4616,4387,4086,530,12640,5187,1297,11343,2189,14.95912515,8.572584614,9.856795468,84.19375761,NA,NA,NA,857.5321231,NA,NA,NA,22,1.00E-09,0.06939858,1.00E-09,0.930601418,green,-0.252855046,-5.430440289,-0.196049131,1.770372735,Wrockies,NA,NA,NA,2,2,2,2,2,2,2,2,0,2,2,2,2
